字段1,字段1链接,字段2,详情标题,字段3,字段4
统计局：2月中旬全国煤炭价格延续下跌,https://www.cctd.com.cn/show-361-231439-1.html,2023-03-01,统计局：2月中旬全国煤炭价格延续下跌,"来源：国家统计局
					
					发布时间：2023-03-01 09:22:48
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","国家统计局日前公布的数据显示，2月中旬全国煤炭价格延续全面下跌的走势。各煤种具体价格变化情况如下： 
　　无烟煤（洗中块，挥发份≤8%）价格1789.2元/吨，较上期下跌170.8元/吨，跌幅8.7%。 
　　普通混煤（山西粉煤与块煤的混合煤，热值4500大卡）价格724.3元/吨，较上期下跌152.0元/吨，跌幅17.3%。 
　　山西大混（质量较好的混煤，热值5000大卡）价格为824.3元/吨，较上期下跌158.2元/吨，跌幅16.1%。 
　　山西优混（优质的混煤，热值5500大卡）价格为1018.6元/吨，较上期下跌126.4元/吨，跌幅11.0%。 
　　大同混煤（大同产混煤，热值5800大卡）价格为1073.9元/吨，较上期下跌133.0元/吨，跌幅11.0%。 
　　焦煤（主焦煤，含硫量<1%）价格为2350.0元/吨，较上期下跌50.0元/吨，跌幅2.1%。 
　　从上述数据可以看出，2月中旬，全国各煤种价格继续下跌，其中动力煤、无烟煤跌幅进一步扩大，炼焦煤跌幅略有收窄。 
　　此外，2月中旬全国焦炭（二级冶金焦）价格2562.9元/吨，与上期持平。"
2月中旬全国流通市场钢价涨跌互现,https://www.cctd.com.cn/show-18-231438-1.html,2023-03-01,2月中旬全国流通市场钢价涨跌互现,"来源：国家统计局
					
					发布时间：2023-03-01 09:22:03
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","统计局最新数据显示，2月中旬，全国流通市场钢材价格涨跌互现。具体如下： 
　　螺纹钢（Φ16-25mm，HRB400）价格为4119.4元/吨，较上期（2月上旬，下同）下跌8.0元/吨，跌幅0.2%，较上期收窄1.6个百分点。 
　　线材（Φ6.5mm，HPB300）价格4347.9元/吨，较上期下跌11.4元/吨，跌幅0.3%，较上期收窄1.1个百分点。 
　　普通中板（20mm，Q235）价格4331.2元/吨，较上期上涨6.9元/吨，涨幅0.2%，而上期为跌幅1.5%。 
　　热轧普通板卷（4.75-11.5mm，Q235）价格4236.4元/吨，较上期上涨27.2元/吨，涨幅0.6%，而上期为跌幅2.0%。 
　　无缝钢管（219*6，20#）价格4990.6元/吨，较上期下降37.3元/吨，跌幅0.7%，而上期为涨幅0.3%。 
　　角钢（5#）价格4414.0元/吨，较上期下跌1.2元/吨，跌幅0.03%，较上期收窄1.4个百分点。"
陕西省应急管理厅召开煤矿瓦斯治理督导组工作例会,https://www.cctd.com.cn/show-108-231437-1.html,2023-03-01,陕西省应急管理厅召开煤矿瓦斯治理督导组工作例会,"来源：陕西省应急管理厅
					
					发布时间：2023-03-01 09:19:05
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2月27日，陕西省应急管理厅召开省煤矿瓦斯治理督导组、煤矿安全风险监测预警网巡专班月度工作调度例会。厅党委委员、副厅长李建文，二级巡视员何备战出席会议并就“两会”期间煤矿瓦斯督导、安全风险监测预警巡查等相关工作进行安排部署。 
　　会议听取了韩城、彬长、黄陵、铜川四个瓦斯督导组和煤矿安全风险监测预警网巡专班工作情况汇报，肯定了督导组和网巡专班成立以来的工作成绩，指出了工作中存在的问题，对“两会”期间煤矿安全防范及三月份督导工作作出了详细安排部署。 
　　会议要求，“两会”期间，各瓦斯督导组、煤矿网巡专班要提高政治站位，保持高度警惕，认真吸取近期发生的矿山安全事故教训。一要时刻保持人员在岗在位。各督导组和网巡专班人员从现在起不休假，不间断持续开展网上风险监测巡查和现场检查。二要加大督导巡查力度。各瓦斯督导组要制定下矿督导检查方案，认真查、仔细找；要建立督导员联系督导矿井包联制度，对所督导矿井底子清、心中明；要创新督导检查方式，积极开展明察暗访、督查督办，对不放心矿井要开展“零点行动”突击检查。三要建立督导巡查台帐。每个督导检查组和网巡专班在督导检查和网上巡查时都要建立台帐，检查过程和结果要有记录，查阅灾害治理基础台账、问题隐患要有记载，问题隐患移交要留存清单。四要发挥“前哨”和“盯守”作用形成合力。煤矿瓦斯督导组和网巡专班要联合开展工作。网巡专班要发挥网上监测预警防范“前哨”作用，督导组要发挥驻地盯守快速处置作用，形成线上巡查和实地督导检查相结合的工作合力。 
　　会议强调，一是提高思想认识，认真落实省政府和省应急管理厅近期关于煤矿安全生产防范会议精神和工作部署，筑牢安全防线，确保安全生产各项措施落实落细，为全国“两会”召开营造安全稳定的生产环境。二是持续加强学习，提升督导组、网巡专班综合能力水平。督导组和专班全体人员要不断加强政治理论和专业知识学习，积极参加学习培训，做好传帮带。三是加强队伍建设，确保队伍稳定可靠。煤矿灾害防治指导处对督导组和网巡专班要严格管理，严格考核，严格考勤。所有人员要严明工作纪律，树立良好形象，严格遵守中央八项规定精神和党风廉政建设各项规定，筑牢底线，守好廉关。 
　　省应急管理厅煤矿安全监督管理处、煤矿灾害防治指导处主要负责人参加会议。"
到2025年山西煤炭产能将稳定在每年15.6亿吨以内,https://news.cctv.com/2023/02/27/VIDE7U3GwTDaELlW7g7PkKo6230227.shtml,2023-02-28,,,
全国碳市场每日成交数据20230228,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=713&id=231468,2023-02-28,全国碳市场每日成交数据20230228,"来源：上海环境能源交易所
					
					发布时间：2023-02-28 16:54:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量500吨，成交额27,500.00元，开盘价55.00元/吨，最高价55.00元/吨，最低价55.00元/吨，收盘价55.00元/吨，收盘价与前一日持平。今日无大宗协议交易。今日全国碳排放配额（CEA）总成交量500吨，总成交额27,500.00元。
　　截至今日，全国碳市场碳排放配额（CEA）累计成交量231,790,549吨，累计成交额10,593,172,830.34元。"
国际运价持续向好 沿海煤炭运价小幅上行,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=576&id=231431,2023-02-28,,,
2022年我国原煤产量45.6亿吨 煤炭消费量增长4.3%,https://www.cctd.com.cn/show-361-231429-1.html,2023-02-28,2022年我国原煤产量45.6亿吨 煤炭消费量增长4.3%,"来源：国家统计局
					
					发布时间：2023-02-28 11:37:27
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2月28日，国家统计局发布《中华人民共和国2022年国民经济和社会发展统计公报》。

　　《公报》显示，全年全部工业增加值401644亿元，比上年增长3.4%。规模以上工业增加值增长3.6%。采矿业增长7.3%。全年规模以上工业中，原煤产量45.6亿吨，比上年增长10.5％。全年规模以上工业企业利润84039亿元，比上年下降4.0%。采矿业利润15574亿元，比上年增长48.6%。

　　全年货物进出口总额420678亿元，比上年增长7.7%。其中，出口239654亿元，增长10.5%；进口181024亿元，增长4.3%。其中，2022年进口煤炭29320万吨，比上年下降9.2％，金额2855亿元，比上年增长22.2％。

　　全年对外非金融类直接投资额7859亿元，比上年增长7.2%，折1169亿美元，增长2.8%。其中，采矿业2022年对外非金融类直接投资额50.1亿美元，比上年增长0.6%。

　　初步核算，全年能源消费总量54.1亿吨标准煤，比上年增长2.9%。煤炭消费量增长4.3%，原油消费量下降3.1%，天然气消费量下降1.2%，电力消费量增长3.6%。煤炭消费量占能源消费总量的56.2%，比上年上升0.3个百分点；天然气、水电、核电、风电、太阳能发电等清洁能源消费量占能源消费总量的25.9%，上升0.4个百分点。重点耗能工业企业单位电石综合能耗下降1.6%，单位合成氨综合能耗下降0.8%，吨钢综合能耗上升1.7%，单位电解铝综合能耗下降0.4%，每千瓦时火力发电标准煤耗下降0.2%。全国万元国内生产总值二氧化碳排放下降0.8%。
　　全年各类生产安全事故共死亡20963人。工矿商贸企业就业人员10万人生产安全事故死亡人数1.097人，比上年下降20.2%；煤矿百万吨死亡人数0.054人，上升22.7%。道路交通事故万车死亡人数1.46人，下降7.0%。"
盛来运：风高浪急彰显韧劲 踔厉奋发再创新绩,https://www.cctd.com.cn/show-372-231428-1.html,2023-02-28,盛来运：风高浪急彰显韧劲 踔厉奋发再创新绩,"来源：国家统计局
					
					发布时间：2023-02-28 11:33:37
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","风高浪急彰显韧劲　踔厉奋发再创新绩
——《2022年国民经济和社会发展统计公报》评读
国家统计局副局长　盛来运
 
　　2022年，我国经济社会发展遭遇国内外多重超预期因素冲击，风险挑战前所未有。从国际看，百年变局与世纪疫情交织，乌克兰危机复杂演变，世界经济滞胀风险上升，不稳定不确定因素明显增多。从国内看，疫情反复延宕，高温干旱等自然灾害频发，需求收缩、供给冲击、预期转弱三重压力叠加，稳增长稳就业困难增大。面对风高浪急的国际环境和艰巨繁重的国内改革发展稳定任务，以习近平同志为核心的党中央团结带领全国各族人民，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，果断加大宏观政策实施力度，有效应对超预期因素冲击，稳住了宏观经济大盘，促进发展质量稳步提升，保持社会大局和谐稳定。最新发布的《2022年国民经济和社会发展统计公报》全面记录了全党全国各族人民顶住压力奋进拼搏的过程，生动展现了社会主义现代化建设取得的新成就。
　　一、经济实力再上新台阶
　　2022年，一季度开局好于预期，二季度前期受超预期因素影响，经济一度出现下滑。面对困难局面，党中央、国务院果断决策，及时出台稳经济一揽子政策和接续措施，各地区各部门更好统筹疫情防控和经济社会发展，积极财政政策提升效能，组合式税费支持政策加快实施，稳健货币政策灵活适度，流动性合理充裕，三季度经济大盘恢复回稳。四季度尽管疫情冲击再度加大，但在各方面共同努力下，总体延续恢复态势。全年经济顶住压力实现3.0%的增长，在世界经济体量排名靠前的主要经济体中增速领先，经济总量持续扩大，发展基础更加坚实，综合国力进一步增强。经济总量突破120万亿元。2022年，我国国内生产总值(GDP)达121万亿元，这是继2020年、2021年连续突破100万亿元、110万亿元之后，再次跃上新台阶。按年平均汇率折算，我国经济总量达18万亿美元，稳居世界第二位。人均国内生产总值为85698元，按年平均汇率折算达12741美元，继续保持在1.2万美元以上。农业基础地位进一步夯实。压紧压实粮食生产责任，加大支农惠农政策力度，提高农业综合生产能力，粮食产量再创新高。2022年，全年粮食产量13731亿斤，比上年增产0.5%，连续8年稳定在1.3万亿斤以上。大豆油料产能提升工程扎实推进。2022年，全国大豆、油料产量分别比上年增长23.7%、1.1%。畜牧业生产稳定增长，猪牛羊禽肉产量增长3.8%。工业“压舱石”作用凸显。2022年，全部工业增加值首次超过40万亿元；其中制造业增加值达33.5万亿元，我国继续保持世界第一制造大国地位。能源保供成效明显。针对国际能源市场波动，强化国内煤炭兜底保障和油气增储上产，统筹做好煤电油气运保障供应，有效应对国内极端高温干旱等严峻挑战，生活生产用能得到较好保障。2022年，原煤产量45.6亿吨，比上年增长10.5%；原油产量20472万吨，2016年以来首次回升至2亿吨以上；天然气产量增长6.0%，连续6年增产超100亿立方米。基础设施建设加强。2022年末，我国铁路营业里程达15.5万公里；其中高铁4.2万公里，稳居世界第一。信息通信能力全面提升。2022年末，移动电话基站总数达1083万个，其中5G基站231万个，占全球比例超60%，建成全球规模最大、技术领先的网络基础设施。
　　二、就业物价总体稳定
　　2022年，国内外形势复杂严峻，疫情冲击下企业生产经营困难，吸纳就业能力下降，农民工就业困难增多，同时高校毕业生人数超过1000万人，创历史新高，就业总量压力和结构性矛盾凸显，国际大宗商品供给短缺带来输入性通胀压力上升，稳就业稳物价挑战增多。各地区各部门把稳就业稳物价摆在更加突出位置，全力助企纾困稳岗扩岗，强化创业带动就业，加大重点群体就业帮扶，做好就业服务和兜底保障，加大重点民生商品生产和供销对接，加强市场价格调控机制落实，全力推动保供稳价，保障了就业和物价形势总体平稳。就业基本盘总体稳定。2022年，全国城镇新增就业1206万人，超额完成1100万人的年度目标任务。城镇调查失业率总体回落。受疫情等因素影响，2022年4月份全国城镇调查失业率升至6.1%，随着稳就业举措逐步落实，就业形势总体向好，年末全国城镇调查失业率降低至5.5%。农民工等重点群体就业得到有效保障。2022年，农民工总量29562万人，比上年增长1.1%。居民消费价格涨势温和。在有效实施稳健的货币政策，坚持不搞“大水漫灌”，为物价平稳运行奠定坚实基础的同时，持续做好稳产保供，适时开展储备调节，促进产运销衔接，保障了市场价格总体稳定。2022年，我国居民消费价格指数（CPI）月度涨幅始终低于3%，全年仅上涨2.0%，大幅低于美国8.0%、欧元区8.4%、英国9.1%等发达经济体的涨幅，也明显低于印度、巴西、南非等新兴经济体6%—10%的涨幅，“中国价稳”与“全球通胀”形成极为鲜明的对比。
　　三、新动能继续成长
　　2022年，国际市场竞争更趋激烈，外部对我科技领域打压持续，断链脱钩风险加大。我国坚定实施创新驱动发展战略，扎实推进创新创业创造，深化科技体制机制改革，加大企业创新激励力度，大力激发创新活力，加强关键核心技术攻关，国家战略科技力量持续增强，重大科技成果不断涌现，发展新动能不断成长。创新投入和产出持续增加。2022年，全社会研究与试验发展经费（R&D）达3.1万亿元，首次突破3万亿元，比上年增长10.4%，连续7年保持两位数增长；R&D经费与GDP之比为2.55%，提升0.12个百分点。2022年末，我国发明专利有效量达421.2万件，位居世界第一。企业创新主体地位加强，创新成果转化加快。2022年，我国企业发明专利产业化率为48.1%，比上年提高1.3个百分点。国家战略科技力量加快壮大。国家实验室体系建设扎实推进，国际科技创新中心、综合性国家科学中心、国家制造业创新中心、区域科技创新中心加快建设，重大科技成果相继问世，有力带动产业现代化发展。2022年，“嫦娥”探月、“天问”探火、神州系列飞船接力腾飞，中国空间站全面建成，首架C919大飞机正式交付，第三艘航空母舰福建舰下水。新动能持续增强。新一轮科技革命和产业变革加速演进，人工智能、大数据、区块链等新兴技术广泛应用，新产业迅速成长。2022年，规模以上高技术制造业增加值比上年增长7.4%，高技术产业投资增长18.9%；新能源汽车、太阳能电池、工业机器人等产品产量分别增长90.5%、46.8%、21.0%。移动物联网加快建设。2022年末，我国蜂窝物联网用户连接数达18.45亿户，比上年末增加4.47亿户，占全球总数的70%。
　　四、绿色低碳转型稳步推进
　　生态文明建设是关乎中华民族永续发展的根本大计。2022年，在积极稳定经济运行的同时，全国上下坚定践行绿水青山就是金山银山的发展理念，大力推进美丽中国建设，协同推动降碳、减污、扩绿、增长，持续深化污染防治攻坚战，积极稳妥推进碳达峰碳中和工作，加快推动发展方式绿色转型，生态环境持续优化，绿色低碳生产生活方式加快形成。节能降耗减排稳步推进。2022年，全国万元国内生产总值能耗比上年下降0.1%，万元国内生产总值二氧化碳排放下降0.8%。能源低碳转型持续深入，清洁能源生产较快增长，非化石能源消费占比不断提升。2022年，水电、核电、风电、太阳能发电等清洁能源发电量比上年增长8.5%；非化石能源消费量占能源消费总量的比重为17.5%，提高0.8个百分点。污染治理成效继续显现。深入打好蓝天、碧水、净土保卫战，生态环境质量不断改善。城市空气质量总体提升。2022年，全国339个地级及以上城市细颗粒物（PM2.5）年平均浓度比上年下降3.3%。地表水环境继续改善。3641个国家地表水考核断面中，水质优良（Ⅰ～Ⅲ类）断面比例为87.9%，上升3.0个百分点。生态安全屏障继续巩固。坚持山水林田湖草沙系统性治理，加强生态系统保护修复，推进大规模国土绿化行动，自然生态系统整体改善。2022年，完成造林面积383万公顷，其中人工造林面积120万公顷；种草改良面积321万公顷，新增水土流失治理面积6.3万平方公里。
　　五、高水平开放不断拓展
　　2022年，世界经济复苏放缓，全球金融市场波动加大，单边主义和保护主义升温，对外经贸发展面临的不确定性明显增大。我国坚持统筹国内国际两个大局，着力构建新发展格局，坚定维护和践行多边主义，加快打造更高水平开放型经济新体制，积极推进制度型开放，持续提升贸易投资自由化便利化水平，着力推动外贸稳规模优结构，更大力度吸引和利用外资，扎实推进共建“一带一路”高质量发展，对外经贸合作空间不断拓展，外贸外资持续增长，彰显了大国经济韧性和强大国际竞争力。货物贸易再创新高。2022年，货物进出口总额首次突破40万亿元大关，达到42.1万亿元，比上年增长7.7%，在高基数上实现新突破。服务贸易稳步增长。2022年，服务进出口总额比上年增长12.9%；其中知识密集型服务进出口增长7.8%。跨境电商潜力加快释放。2022年，我国跨境电商进出口2.1万亿元，比上年增长9.8%。利用外资逆势增长。市场化法治化国际化营商环境加快打造，我国持续成为全球投资热土。2022年，我国实际使用外资按可比口径比上年增长6.3%，引资规模再创新高。高技术产业使用外资较快增长。2022年，高技术产业实际使用外资比上年增长28.3%，占全部使用外资比重为36.1%，比上年提高7.1个百分点。高质量共建“一带一路”成效显现。我国与“一带一路”沿线国家经贸往来日益紧密。2022年，我国对“一带一路”沿线国家进出口额创历史新高，达13.8万亿元，比上年增长19.4%；我国企业在“一带一路”沿线国家非金融类直接投资额增长7.7%。2022年，中欧班列累计开行1.6万列，比上年增长9%；西部陆海新通道班列累计发送货物75.6万标箱，增长18.5%。自贸区建设取得新进展。高质量实施《区域全面经济伙伴关系协定》（RCEP），推动区域一体化合作走向深入。2022年，我国对RCEP贸易伙伴进出口额、非金融类直接投资额分别比上年增长7.5%、18.9%，吸收其直接投资增长23.1%。贸易自由化便利化水平持续提升，自贸试验区开放高地示范带动作用凸显。2022年，我国21个自由贸易试验区进出口额比上年增长14.5%；海南自由贸易港货物进出口额突破2000亿元，增长36.8%。
　　六、民生福祉持续增进
　　增进民生福祉，满足人民对美好生活的向往，是发展的根本目的。2022年，疫情对居民就业、收入和生活冲击较大，教育、医疗等领域群众急难愁盼问题增多，基本民生保障压力明显加大。各地区各部门深入贯彻以人民为中心的发展思想，聚焦人民群众关切，千方百计增加居民收入，持续提高教育质量，加强医疗卫生服务保障，强化社会保障兜底功能，提高公共服务水平，民生事业发展取得新进展，人民生活持续改善，人民群众获得感、幸福感、安全感得到增强。居民收入增长与经济增长基本同步。2022年，全国居民人均可支配收入比上年实际增长2.9%，与经济增长基本同步。脱贫攻坚成果巩固拓展。2022年，脱贫县农村居民人均可支配收入实际增长5.4%，快于全国农村居民收入增速。保基本兜底线坚实有力。社会保险覆盖面继续扩大。2022年末，全国基本养老、失业、工伤保险参保人数分别比上年末增加2430万人、849万人、825万人。低保扩围增效工作扎实推进，社会救助力度加大。2022年末全国享受城市、农村最低生活保障人数分别为683万人、3349万人，全年临时救助达1083万人次，全国居民人均社会救济和补助收入比上年增长3.8%。社会事业全面进步。教育普及程度稳步提高。2022年，九年义务教育巩固率、高中阶段毛入学率分别提高至95.5%、91.6%。医疗卫生力量继续加强。2022年末，全国共有医疗卫生机构103.3万个，卫生技术人员1155万人。公共文化服务体系建设扎实推进。2022年末，我国文化馆、公共图书馆分别达3503个、3303个；电视节目综合人口覆盖率达99.8%。
　　历尽风霜志更坚，奋进新程壮阔多。2022年我国经济社会发展顶住压力，走过极不平凡的历程，经济实力、综合国力和人民生活水平持续提升，谱写了中国式现代化新篇章。这些成绩的取得，是习近平新时代中国特色社会主义思想科学指引的结果，是以习近平同志为核心的党中央坚强领导的结果，是全党全国各族人民攻坚克难、团结奋斗的结果。实践再次证明，只要党和人民站在一起、想在一起、干在一起，任何困难都阻挡不了中华民族伟大复兴的铿锵步伐。走在春潮涌动的当下，尽管外部环境更趋复杂严峻和不确定，国内需求收缩、供给冲击、预期转弱三重压力仍然较大，恢复基础尚不牢固，但我国经济韧性强、潜力大、活力足的特点没有改变，长期向好的基本面没有改变，支撑高质量发展的要素条件没有改变，我们有基础、有信心、有能力抵御各种风险挑战，向着实现第二个百年奋斗目标稳步前行。让我们更加紧密团结在以习近平同志为核心的党中央周围，坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神和中央经济工作会议部署，贯彻新发展理念，构建新发展格局，推动高质量发展，不驰于空想，不骛于虚声，阔步新征程，续写新荣光，为全面建设社会主义现代化国家开好局起好步。"
全国人大代表童明全：推动煤炭清洁高效低碳利用,https://www.cctd.com.cn/show-176-231427-1.html,2023-02-28,全国人大代表童明全：推动煤炭清洁高效低碳利用,"来源：华阳新材料集团
					
					发布时间：2023-02-28 10:37:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","“从事碳基新材料技术研发工作十几年，最关注的就是推动煤炭清洁高效低碳利用，实现煤炭产业绿色转型。”全国两会召开在即，全国人大代表、纤维新材料公司副总经理、生物降解新材料公司副总经理童明全一边忙着煤基生物降解材料PBAT的研发与生产工作，一边走访调研，为全国两会准备自己的建议。
　　在生物降解新材料公司PBAT改性料生产车间，我们看到，童明全正认真查看每条产线的生产情况和PBAT改性料的品质。
　　“生物降解新材料有着非常广阔的市场和应用场景，对我们社会经济发展将产生深刻的影响。”童明全说，“目前，我们最熟知的生物降解新材料的应用是塑料袋和餐具。国家颁布‘禁塑令’，推广使用生物降解材料制品，全国生物降解新材料产业随之蓬勃兴起。但是，前些日子我去了一些商场和市场调研，发现真正能使用生物降解塑料袋和餐具的相对较少。究其原因，一方面是生产能力的问题，另一方面是使用意识的问题。今年全国两会，我会把‘加强塑料污染治理，加快推广生物降解材料应用’的建议带去。”
　　众所周知，白色污染是当今世界的治理难题。塑料制品给生活带来便利的同时，也造成了土壤、大气污染等诸多环境问题，威胁生态系统和人类健康，可见塑料污染治理已迫在眉睫。
　　华阳集团按照“禁塑令”实施要求，大力推进生物降解新材料的研发和生产，布局建设了6万吨/年PBAT项目、2万吨/年生物降解改性料及塑料制品项目、2万吨/年全系列生物降解新材料项目，实现了从PBAT原料到生物降解改性料，再到终端产品上下游全产业链的贯通。童明全作为项目负责人，全力推进项目建设，确保实现一次性开车试生产成功。同时，他还参加了多项生物降解材料相关国家标准的修订。
　　党的二十大报告指出，实现碳达峰碳中和是一场广泛而深刻的经济社会系统性变革。要深入推进能源革命，加强煤炭清洁高效利用。
　　“除了发展生物降解新材料，集团公司还布局发展了钠离子电池、高性能碳纤维、纳米纤维、金刚石等新能源新材料产业，在煤炭清洁高效利用的道路上不断探索，推进传统产业转型。”童明全说，“煤炭转型必要且紧迫，但也艰难曲折，希望国家和社会更多关注煤炭产业，转变对煤炭产业的传统认识，更好地推动绿色发展。这也是我准备带到全国两会的建议。”
　　童明全还告诉我们，按照省人大常委会的统一安排，他前往多地多家企业进行参观调研，看到了传统煤炭、电力等企业在新能源和新材料方面迈出新发展步伐，看到了煤炭绿色高效利用的新成果，这些都是我省践行“双碳”目标、深化能源革命、推动转型发展的生动实践。
　　“作为新一届人大代表，我将认真履职，深入实地调查研究，掌握大量第一手资料，力求提出高质量的议案建议。”童明全说。"
全国人大代表张世丽： 井下“集智攻坚”的实干家,https://www.cctd.com.cn/show-176-231426-1.html,2023-02-28,全国人大代表张世丽： 井下“集智攻坚”的实干家,"来源：中国煤炭报
					
					发布时间：2023-02-28 10:35:22
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","“煤炭行业经过多年发展，已发生翻天覆地的变化。随着智能化建设加快，专业技术人才缺口和新装备‘水土不服’问题日渐凸显。”全国人大代表，潞安化工集团常村煤矿综掘一（2）队队长、党支部书记张世丽在采访中表示，“这对我们一线职工现场创新提出了新要求。”
　　困难面前，张世丽奋战在采掘一线，立足安全生产、创新创效、人才培养、管理提升，逐步成长为机电设备技术革新的大拿，融入智能化建设主战场，走在了矿山高质量发展前列。
　　一线难题成课题
　　谈起印象深刻的技术创新，张世丽如数家珍——“新型气水分离装置”“风水联动细水喷雾系列降尘装置”“机掘岩巷除尘风机的优化应用”“短距离运输简易皮带”“架柱式随机电缆拖移装置”……60多项技术创新项目中，有19项在省、市、集团获奖，获得国家发明专利和实用新型专利授权12件。
　　这些创新项目都来自张世丽在一线工作中遇到的难题。队组在施工N3—10皮带顺槽时，常常受两帮成型不好或煤质酥软等不利因素影响，造成锚杆外露过长而报废。为破解这个难题，张世丽不分昼夜泡在队里，把报废的扭矩倍增器拆解开，了解内部结构，查阅资料，计算数据，反复验算，就连吃饭时，“脑子里也是挥之不去的各种疑问和破解之法”。最终，张世丽成功研制出可换向扭矩倍增器，不仅使支护效率提升10%左右，还降低了劳动强度，消除了安全隐患。
　　直线式激光束受巷道坡度变化和锚杆等遮挡物影响较大，张世丽就琢磨出新型掘进工作面激光指向仪，保障中线验收及巷道施工质量。压风在管道传输过程中有水和部分杂质混入，导致风动工具润滑失效、疲劳磨损，张世丽就带领团队设计出同时具备除杂、去水和润滑功能的新型气水分离装置。
　　综掘一（2）队技术员丁余良说，张世丽有一颗追求极致的匠心，有一颗不断提升的恒心，有一颗团结奋进的爱心，是年轻人学习的榜样。
　　10年来，张世丽立下山西省个人一等功，获得山西省五一劳动奖章、山西省青年岗位能手、山西省“三晋英才”支持计划青年优秀人才、全国煤炭青年五四奖章提名奖、煤炭行业技能大师等荣誉、称号。
　　工作室里“传帮带”
　　2017年，张世丽职工创新工作室被山西省长治市总工会授牌。
　　张世丽职工创新工作室坚持“现场就是战场，问题就是课题，解决问题就是创新”的理念，邀请全矿各掘进队组有特长的劳模、技师、高级技师、首席技师、工程师组成工作团队，立足掘进一线生产实际，进行难题攻关、设备改良。
　　日常培训、集中会诊、创新实践、建议征集……张世丽职工创新工作室采用一师带多徒、一徒从多师、导师加教练的方式开展技能传授，每月举办一次技术交流论坛，每季度举办一次创新成果论证会，针对突发性、可行性、普遍性问题进行研讨交流。
　　“以前，采掘工作面监控电缆很多很乱，来回交叉，存在安全隐患。去年3月，工作室成员、机电班检修工宋斌斌想设计制作一种既有机动性又有容量的信号车。”张世丽欣慰地说，“他找到工作室其他2名成员，定方案、画草图、做模型、反复研讨，最终设计出信号一体式小推车，现已在全矿推广使用。”
　　仅去年一年，张世丽职工创新工作室就先后取得“集中润滑装置”“短距离运输简易皮带”“架柱式随机电缆拖移装置”“液压锚杆钻车机载式临时支护”“液压钻车施工工艺优化”等成果，累计创效200万元。
　　当选全国人大代表，张世丽深感责任重大：“作为来自煤矿生产一线的代表，我会认真履职尽责，关注煤炭行业热点，倾听职工心声，做工友们信任的代言人！”"
张宝才主持召开兖煤澳洲公司董事会,https://www.cctd.com.cn/show-22-231425-1.html,2023-02-28,张宝才主持召开兖煤澳洲公司董事会,"来源：兖矿能源
					
					发布时间：2023-02-28 10:34:21
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2月27日，山东能源集团党委副书记、董事、总经理，兖煤澳洲公司董事长张宝才主持召开兖煤澳洲公司董事会。会议听取兖煤澳洲公司2022年经营业绩情况汇报，审议批准兖煤澳洲公司年度业绩、薪酬方案等事关公司长远发展的重大议案。
　　张宝才表示，2022年，兖煤澳洲公司面对疫情和极端天气等不利因素，管理团队顶住压力，各项指标均创历史新高，成绩令人振奋。下一步，兖煤澳洲公司要坚持资源为王，理性判断、充分论证，整合优质资源兼并重组，力争煤炭产量实现新高。
　　张宝才强调，绿色发展新能源产业与煤炭产业业务相近、高度相关，兖煤澳洲公司要坚持对新能源产业的探索和论证，提升海外品牌形象和竞争力。要坚持世界眼光、国际标准，基于公司治理的大框架下，建立高效透明的沟通机制。兖煤澳洲公司薪酬机制要充分体现岗位价值，打造有尊严的上市公司。
　　会议以视频方式召开。山东能源集团安全总监、兖煤澳洲公司董事吴向前，兖矿能源党委书记、董事、总经理，兖煤澳洲公司董事肖耀猛，兖矿能源董事、财务总监，兖煤澳洲公司董事赵青春等参加会议。"
CCTD直播预告：2月深V反转，3月谨冲高回落？！,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=694&id=231423,2023-02-28,CCTD直播预告：2月深V反转，3月谨冲高回落？！,"来源：中国煤炭市场网
					
					发布时间：2023-02-28 10:21:03
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","即可参与抽奖
		需在直播前转发海报哦，直播开始后转发无效
	
		 
	提前【预约】不迷路！
	 

开播后
【直播入口】"
"CCTD与您一起围炉话""煤""",https://www.cctd.com.cn/show-42-231421-1.html,2023-02-28,"CCTD与您一起围炉话""煤""","来源：中国煤炭市场网
					
					发布时间：2023-02-28 09:42:50
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",
