字段1,字段1链接,字段2,详情标题,字段3,字段4
2022年中国华电累计核增煤炭产能1640万吨,https://www.cctd.com.cn/show-22-230309-1.html,2023-01-11,2022年中国华电累计核增煤炭产能1640万吨,"来源：华电集团
					
					发布时间：2023-01-11 09:27:27
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2022年，中国华电在确保安全的前提下有序释放优质产能，助力产业链供应链安全稳定。 
　　华电煤业推动兴旺煤矿复工复产，不连沟、肖家洼煤矿取得产能核增和建设规模调整批复，累计核增产能1640万吨/年，相当于新核准一座特大型矿井。 
　　2022年累计完成原煤产量5428万吨，持续推动煤炭产能稳中有增，为保障经济社会发展和人民群众用能需要贡献华电力量。 
　　2022年，山东公司累计完成发电量858.6亿千瓦时，其中，火电发电量完成830.08亿千瓦时，占省内各大发电集团总量34.2%，高于装机占比0.22个百分点；火电机组利用小时高于电网平均水平34小时。"
全国碳市场每日成交数据20230110,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=713&id=230406,2023-01-10,全国碳市场每日成交数据20230110,"来源：上海环境能源交易所
					
					发布时间：2023-01-10 16:48:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量100吨，成交额5,600.00元，开盘价56.00元/吨，最高价56.00元/吨，最低价56.00元/吨，收盘价56.00元/吨，收盘价与前一日持平。今日无大宗协议交易。今日全国碳排放配额（CEA）总成交量100吨，总成交额5,600.00元。
　　截至今日，全国碳市场碳排放配额（CEA）累计成交量229,684,534吨，累计成交额10,475,548,922.27元。"
市场货盘少量增加 沿海煤炭运价涨跌互现,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=576&id=230302,2023-01-10,,,
"山东能源集团党委书记、董事长李伟当选“2022中国经济年度人物""",https://www.cctd.com.cn/show-22-230301-1.html,2023-01-10,"山东能源集团党委书记、董事长李伟当选“2022中国经济年度人物""","来源：中国煤炭报
					
					发布时间：2023-01-10 11:15:57
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","1月6日，2022中国十大经济年度人物颁奖盛典在北京举行。“中国梦杯•中国经济新闻人物——2022十大经济年度人物”评选是由中国经济传媒协会主办，从“创新性、颠覆性、前瞻性、成长性、持续性”五个维度出发，评选2022年引领商业之美、产业创变、时代之潮的十大经济年度人物和经济年度人物新锐奖得主。山东能源集团党委书记、董事长，兖矿能源集团董事长李伟荣获“2022中国经济年度人物”称号。

　　中国煤炭工业协会会长梁嘉琨、著名经济学家任泽平，为李伟开启这一奖项。梁嘉琨表示，山东能源集团、兖矿能源集团为煤炭行业树立了一个光辉的典范。祝贺李伟董事长成为煤炭行业首位中国经济年度人物，这不仅是个人的荣誉，更是煤炭行业的荣誉。

　　作为能源行业唯一入选的代表，李伟表示，能源行业担负着国家经济发展的重任，能得到此殊荣，是对能源行业的高度肯定，同时也是对煤炭行业作为压舱石、稳定器的充分认可。我国正在进行能源转型，“双碳”目标给能源行业提出了艰巨的任务。但是，富煤贫油少气是我国的基本国情，当前必须坚定“先立后破”，煤炭人承担着做好煤炭的清洁高效利用和延伸的责任。山东能源集团坚持安全、创新、绿色智能、担当，深入推进能源革命，不断提升企业自主创新能力，构建多元支柱产业，走出一条依托煤、优化煤、延伸煤又超越煤的转型新路子，逐步发展成为大型的综合型的能源企业。
　　据悉，新东方教育科技集团创始人、董事长俞敏洪，中国贵州茅台酒厂（集团）有限责任公司党委书记、董事长丁雄军等企业家荣获“2022中国经济年度人物”称号。同时，还有四位快递外卖小哥作为代表，荣获了“2022中国经济年度人物特别奖”。

　　“十大经济年度人物”由经济媒体及专业机构参与评选，通过媒体、机构和专家提名，网络投票、专家评委团终评等公开程序，最终评定出“十大经济年度人物”，若干位“中国经济年度人物新锐奖”。与往年评选标准相比，此次评选增加了企业社会责任的考量，无论在ESG（环境、社会和公司治理）方面还是在“双碳”行动中，此次的中国经济年度人物肩负起了发展经济、回馈社会的责任。"
兖矿能源集团召开2023年工作会议,https://www.cctd.com.cn/show-22-230300-1.html,2023-01-10,兖矿能源集团召开2023年工作会议,"来源：兖矿能源集团
					
					发布时间：2023-01-10 10:17:12
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","1月7日，兖矿能源集团召开2023年工作会议，深入学习贯彻党的二十大精神，中央、省委经济工作会议精神和山东能源集团年度工作决策部署，回顾总结2022年工作，安排部署2023年目标任务。会议动员各级组织和干部职工找准发展定位、坚定发展信心、倾力担当实干、加快赶超跨越，奋力开创高质量发展新局面。
　　兖矿能源党委书记、总经理肖耀猛在会上作了题为《把握新时代新使命 锚定走在前开新局 奋力谱写兖矿能源高质量跨越发展新篇章》讲话。
　　肖耀猛指出，2022年是兖矿能源更名、开启战略转型的第一年，也是极具挑战、备受考验的一年，更是改革发展全面深化、经营成效极为显著的一年，兖矿能源整体工作得到山东能源集团高度认可。一年来，各级组织和广大干部职工认真贯彻落实两级公司决策部署，牢牢把握“疫情要防住、经济要稳住、发展要安全”总要求和“争当七个示范”“做好六个表率”目标定位，忠诚担当，拼搏奋斗，凝心聚力，战胜一个又一个困难和挑战，取得一个又一个胜利。整体工作呈现十大特点：
　　十大特点
　　✔ 经营业绩再创历史新高
　　✔ 五大产业集聚崛起势能
　　✔ 安全生产保持均衡高效
　　✔ 经营管理彰显精益特色
　　✔ 营销保供实现协调互促
　　✔ 市值形象得到同步跃升
　　✔ 资本运作呈现量质齐增
　　✔ 人才选育激活内生动力
　　✔ 重点工作全面提速见效
　　✔ 党建引领凝聚发展合力
　　肖耀猛分析了兖矿能源当前和今后面临的形势，他强调，党中央国务院、省委省政府和山东能源集团相继作出一系列新论断新部署，这是兖矿能源加快战略转型、实现跨越发展的根本遵循。各级组织要顺应时代发展潮流，准确把握面临的战略机遇和风险挑战，以主动识变应变求变的思维策略来应变局、育新机、开新局，以踔厉奋发姿态打造高质量发展新优势，坚定不移完成2023年各项任务目标。
　　肖耀猛要求各级组织以党的二十大精神为引领，紧抓山东建设绿色低碳高质量发展先行区的重大历史机遇，统筹把握发展与安全、量变与质变、管理与效益、改革与创新、局部与全局、当前与长远“六个关系”，脚踏实地、团结奋斗、守正创新，坚决完成“一个目标”、做好“十项重点工作”。
　　十项重点工作
　　● 聚力加快战略转型发展，推动产业结构优化
　　● 聚力强化安全生产管控，筑牢企业发展基石
　　● 聚力深推关键技术升级，打造科技创新典范
　　● 聚力完善智慧营销体系，增强产品创效能力
　　● 聚力深挖降本创效潜能，提升经济运行质量
　　● 聚力发挥国有资本功能，全面放大以融助产成效
　　● 聚力完善公司体制机制，激活发展内生动力
　　● 聚力加快人才队伍建设，厚植第一资源优势
　　● 聚力推进重点项目攻坚，谋求长远发展先机
　　● 聚力锻造国企党建典范，凝聚团结奋斗力量
　　肖耀猛强调，各级组织要提高政治站位，逐级压实责任，统筹抓好春节期间及一季度各项工作，确保全年工作高点起步、高位开局。
　　一要敢于拿出“开局就是决战”的勇气魄力。各级组织要认真落实两级公司年度会议精神，精细谋划好全年各项工作举措。
　　二要时刻保持“安全压倒一切”的政治定力。严格执行24小时值班带班、领导班子节日值守和请销假制度，加强重点头面管控。全面排查各类风险隐患，坚定不移确保安全万无一失。
　　三要全力推动“重点难点工作”的攻坚突破。全面做好公司2022年度重点工作考评，科学谋划好2023年重点工作。
　　四要落实落细“精准防控疫情”的各项举措。坚持科学、精准、高效做好疫情防控，坚决维护正常生产生活秩序。
　　五要充分彰显“关心关爱职工”的人本情怀。扎实开展春节期间走访慰问困难职工活动，适时开展健康向上的文体活动，确保广大职工欢乐、喜庆、祥和过节。
　　六要自觉守牢“清正廉洁过节”的底线红线。各级领导干部要严格自律，自觉遵守廉洁过节“十个严禁”，全身心抓好现场工作，切实做到心有戒尺、行有所止。
　　兖矿能源党委副书记、工会负责人苏力主持会议，并对会议精神落实提出要求。他要求各单位、各部门及时传达学习会议精神，领会好落实好党委书记、总经理肖耀猛讲话精神，把广大干部职工的思想统一到公司党政决策部署上来。抓好学习传达，推动会议精神见行见效；抓好指标落实，推动工作任务落地落实；抓实工作作风，推动精神状态昂扬奋进；抓紧开局起步，推动各项工作高点起势，全方位推动兖矿能源高质量发展。
　　肖耀猛分别与相关单位依次签订《安全环保目标责任书》《经营目标责任书》《压煤搬迁责任书》和《信访稳定责任书》。
　　兖矿能源党委委员、副总经理李洪国宣读《中共兖矿能源集团股份有限公司关于加强2023年安全生产工作的决定》。
　　兖矿能源党委委员、纪委书记靳家皓宣读《中共兖矿能源集团股份有限公司委员会关于2022年工作总结和2023年工作意见》。
　　兖矿能源财务总监赵青春宣读《兖矿能源集团股份有限公司2023年经济工作指导意见》。
　　兖矿能源领导班子成员张传昌、田兆华、黄霄龙、马俊鹏、康丹、尤加强、王九红参加会议。
　　会议以视频形式召开。兖矿能源总经理助理、副总师、机关部室、各直属机构主要负责人以及省内外单位主要负责人在主会场参加会议。"
开滦转型发展产业基金成功设立,https://www.cctd.com.cn/show-22-230299-1.html,2023-01-10,开滦转型发展产业基金成功设立,"来源：开滦汇金私募基金管理有限公司
					
					发布时间：2023-01-10 10:16:33
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近日，开滦转型发展产业基金（开滦汇鑫投资（天津）合伙企业）在中国证券基金业协会成功备案，标志着开滦转型发展产业基金正式成立。
　　该基金由开滦（集团）有限责任公司、开滦能源化工股份有限公司、内蒙古开滦投资有限公司、开滦集团融资担保有限责任公司、开滦汇金私募基金管理有限公司、唐山嘉信中联股权投资基金管理有限公司六家出资人共同发起设立。该基金将以“母基金+直投”方式运作，聚焦能源、化工、新材料、高端装备制造以及战略新兴产业，选择与开滦集团发展方向和产业布局契合领域投资。通过发挥基金优势，围绕开滦集团发展战略，提升主业核心竞争力、发展新兴产业、探寻转型路径。开滦汇金私募基金公司在各出资人、注册地政府部门以及中国证券投资基金业协会的大力支持下，在前期扎实准备的基础上，于2022年12月14日顺利完成基金产品备案，远低于2022年度同行业平均备案天数。
　　该基金是基金公司继首支3000万元基金后完成设立的第二支基金。开滦汇金私募基金公司将以服务开滦集团转型发展为目标，紧密围绕开滦集团发展战略，发挥基金优势，通过资本赋能，助力产业优化升级，为开滦集团的高质量发展贡献金融力量。"
CCTD直播预告：煤焦价格中枢有望下行？,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=694&id=230298,2023-01-10,CCTD直播预告：煤焦价格中枢有望下行？,"来源：中国煤炭市场网
					
					发布时间：2023-01-10 10:11:40
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","提前【预约】不迷路！
 
开播后
【直播入口】"
大秦铁路通车30年累计运输煤炭超过79亿吨,https://news.cctv.com/2023/01/09/VIDEIv0DJe2LPcbEzRsh4dgr230109.shtml,2023-01-10,,,
2022年中国能源经济稳步回升 2023年能源经济走势向好,https://www.cctd.com.cn/show-16-230297-1.html,2023-01-10,2022年中国能源经济稳步回升 2023年能源经济走势向好,"来源：央视网
					
					发布时间：2023-01-10 09:54:07
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","1月8日， 2023年能源经济预测与展望研究系列报告发布。报告显示，2022年中国能源经济稳步回升，2023年能源经济走势向好。
　　最新发布的《中国能源经济指数变化趋势》显示，2022年中国能源经济稳步回升，与宏观经济呈相似循环周期，但波动幅度较小，起到了缓冲带的作用。2023年中国能源经济走势向好，新能源与能源集成行业将迎来新的发展。

　　北京理工大学能源与环境政策研究中心副主任 唐葆君：从行业来看，我们也特别关注到像光伏发电、风力发电，还有像电网的自控设备等等这样的一些行业，还是一直都有很好的表现。再有，新能源汽车整车行业一直以来在这些年都在稳步上扬。
　　能源经济预测与展望研究系列报告是国家重点研发计划项目“气候变化经济影响综合评估模式研究”的最新成果。该项目由北京理工大学牵头，联合多家单位共同承担。此次科研团队发布的系列报告共八份，包括中国能源经济指数、省级能源高质量发展指数、中国碳市场回顾与展望、迈向中国式现代化的能源发展图景等多项内容。"
2023年内蒙古煤炭目标产量将达到12.5亿吨,https://www.cctd.com.cn/show-176-230296-1.html,2023-01-10,2023年内蒙古煤炭目标产量将达到12.5亿吨,"来源：内蒙古日报
					
					发布时间：2023-01-10 09:51:43
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","记者从1月5日召开的2023年全区能源工作会议上获悉，2023年，我区将继续肩负起保障国家能源安全的重大政治责任，全力以赴保障能源安全稳定供应。按照目标，全区煤炭产量将达到12.5亿吨，原油产量达到180万吨以上，天然气产量达到310亿立方米以上，电力装机突破2亿千瓦，其中新能源装机达到9000万千瓦、比重达到45%以上，发电量达到7100亿千瓦时。能源及装备制造重大项目年度计划投资超过2900亿元。
　　为了达成上述目标，今年，我区将从加强能源保供、加快新能源发展、加快新型电力系统建设、加快新能源全产业链建设等八个方面推动能源高质量发展。
　　在加强能源保供方面，要抓好煤炭增产稳供，强化煤电支撑能力建设，推进油气增储上产，持续提升能源供给保障能力，全面落实国家能源保供任务。
　　在加快新能源发展方面，立足得天独厚的资源优势，抢抓新能源发展历史机遇，加快基地化外送、市场化消纳、保障性并网新能源项目建设，完成新能源投资超过1800亿元，新增新能源并网规模超过2500万千瓦，切实把政策利好转化为新能源发展的实际增量，全力推进绿色低碳转型。
　　在加快新型电力系统建设方面，要以蒙西电网为试点，着力优化电网主网架，加快建设适应新能源广泛接入、多种电网形态相融并存、源网荷储智能互动、市场体系灵活开放、以新能源为主体的新型电力系统，全力提升新能源消纳能力。
　　在加快新能源全产业链建设方面，要一体推进新能源开发与装备制造、运维服务协同发展，大力推进新能源装备制造补链强链，力争完成投资600亿元，建成满足区内、供应周边、辐射全国的新能源全产业链配套供给能力。
　　“我们将全面贯彻党的二十大精神，深入推进能源革命，以‘五大任务’为统领，以新能源全产业链发展为主线，在做好能源保供的前提下，大力推进新能源大规模开发、高比例应用，协同发展新能源装备制造和运维服务，推动国家重要能源基地绿色低碳转型，全力保障国家能源安全、促进自治区经济社会高质量发展。”自治区能源局副局长陈铮说。
　　据介绍，过去一年，全区能源系统在自治区党委、政府的坚强领导下，统筹能源保供和绿色转型，全区煤炭实际产能达到12.2亿吨，电力总装机达到1.73亿千瓦，新能源装机达到6500万千瓦，外送煤炭达到7.2亿吨，外送电量达到2640亿千瓦时，占全国跨省外送煤炭的1/3、外送电量的1/6，为自治区经济发展和保障国家能源安全作出了重要贡献。"
2022年我国原煤产量过亿吨企业增至7家,https://www.cctd.com.cn/show-361-230294-1.html,2023-01-10,2022年我国原煤产量过亿吨企业增至7家,"来源：中国煤炭工业协会
					
					发布时间：2023-01-10 09:49:33
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据中国煤炭工业协会统计与信息部初步统计，2022年，全国原煤产量超5000万吨企业15家，与去年持平。产量合计约为25.9亿吨，较去年增加约1.3亿吨，增长约4.5%，占全国原煤产量的58%左右。
　　2022年，全国年产原煤超亿吨企业达到7家，分别是国家能源集团、晋能控股集团、山东能源集团、中煤集团、陕煤集团、山西焦煤集团、潞安化工集团。其中，国家能源集团原煤产量超过6亿吨；潞安化工集团原煤产量首次超过亿吨，成为我国第七家年产量超亿吨企业。七大集团产量合计约为20.5亿吨，较去年增加约1.1亿吨，增长约7%，占全国原煤产量的46%左右。
　　2022年，全国原煤产量超5000万吨（不含亿吨以上）企业为8家，产量合计约为5.4亿吨，较去年增加约2000万吨。其中，华能集团原煤产量接近亿吨，国家电投集团、淮河能源集团超过7000万吨，河南能源集团超过6000万吨，伊泰集团、华电煤业集团、冀中能源集团、辽宁能源集团超过5000万吨。"
2022年煤矿智能化重大进展发布会在京召开,https://www.cctd.com.cn/show-176-230292-1.html,2023-01-10,2022年煤矿智能化重大进展发布会在京召开,"来源：中国煤炭工业协会
					
					发布时间：2023-01-10 09:42:30
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","1月7日，2022年煤矿智能化重大进展发布会在京召开。本次发布会旨在展示交流2022年煤矿智能化科技创新和建设成果，总结推广经验，发挥先进企业和卓越团队的示范作用，全面推进煤矿智能化建设。

　　工信部原党组成员郭开朗，国家能源局总经济师鲁俊岭，国家矿山安全监察局政策法规与科技装备司司长王端武、安全基础司司长孙庆国、网信办监察专员王素锋，中国科学技术协会国际合作部一级巡视员王庆林，中国煤炭工业协会党委书记李延江、副会长刘峰，中国工业节能与清洁生产协会会长王小康，中国重型机械工业协会副理事长兼秘书长王继生，中国自动化学会监事长王飞跃，陕西延长石油集团董事长兰建文，陕煤集团副总经理尚建选，中煤能源集团副总经理马世志，中国煤炭科工集团总经理赵永峰，中国工程院院士王国法，以及煤矿智能化重大进展发布人及主要完成单位代表、卓越团队带头人及骨干、卓越人物等150余人参加了会议。发布会由中国煤炭工业协会科技发展部主任、煤矿智能化创新联盟秘书长曹文君主持。
　　发布会上，赵永峰致欢迎辞；鲁俊岭、孙庆国和李延江分别发表讲话；王国法作了题为了《矿山智能化建设的挑战和思考》主题报告。
　　李延江在讲话中指出，近年来，在煤炭生产企业、科研院所、高等学校、高技术企业的共同努力下，煤矿智能化技术创新形成一批成果，走在了全国矿山领域的前列。他强调，中国煤炭工业协会未来将继续推进跨界合作，构建以企业为主体、市场为导向，产学研用多方广泛深度融合的智能矿山创新体系和应用生态；大力推动智能化检测验证、工业数据处理等基础能力建设，提升煤矿数据资源处理能力；推动煤矿智能化技术创新，总结智能化建设经验，凝练不同类型的建设模式，树立行业标杆；加快煤矿智能化相关标准制定工作，完善煤矿智能化标准体系，积极开展标准宣贯活动；开展煤矿智能化作业岗位培训与竞赛活动，推广智能化岗位标准作业流程，提升一线岗位工的实际操作能力。

　　会上举行了《中国煤矿智能化发展报告（2022）》新书发布仪式。该报告由煤矿智能化创新联盟每两年发布一次。本次报告延续了前期经验，聚焦2020年以来我国煤矿智能化发展的最新成果和进展，推广和示范煤矿智能化建设经验。
　　会上发布了2022年煤矿智能化重大进展综述报告和12项煤矿智能化建设重大进展成果。分别是：
　　煤矿智能化基础理论体系研究取得重要进展
　　斜井TBM全断面掘进智能化建井关键技术与装备
　　具有自主知识产权的惯导技术在智能化采煤工作面常态化应用
　　硬岩高效掘进技术攻关及产业化推广
　　工业以太网智能开采控制系统与关键产品智能制造体系
　　450m 超长工作面智能高效开采工程示范
　　较薄煤层无人化智能开采技术示范
　　基于多信息感知及视频图像识别的智能安控系统
　　煤矿机器人集群关键技术与应用
　　智能化洗煤厂及采制化机器人系统应用
　　煤炭洗选工程三维可视化全生命周期管理平台
　　钻锚一体化智能快掘成套技术与装备

　　发布会上还举行了2022煤矿智能化重大进展颁奖仪式；表彰了2022年煤矿智能化卓越团队15个和卓越人物52人，其中：卓越专家10人、卓越青年15人、卓越管理者13人、卓越工匠10人和卓越女性4人。

　　“煤矿智能化重大进展发布会”自 2020年开始，至今已开展2次。本次发布会由煤矿智能化创新联盟、《智能矿山》《煤炭科学技术》杂志共同主办，中国煤炭科工集团有限公司承办，北京天玛智控科技股份有限公司、山东能源集团有限公司、陕西煤业化工集团有限责任公司、中国中煤能源集团有限公司、国能神东煤炭集团有限责任公司、陕西延长石油(集团)有限责任公司等17家单位协办。发布会采用线下主会场与线上直播相结合的方式召开，线上观看总人数累计超过10万。"
2022年黄骅港完成煤炭运量20515.8万吨,https://www.cctd.com.cn/show-41-230290-1.html,2023-01-10,2022年黄骅港完成煤炭运量20515.8万吨,"来源：新华社
					
					发布时间：2023-01-10 09:39:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","1月8日，船舶在黄骅港码头装运煤炭。

黄骅港煤炭堆场转运设备在作业（1月8日摄，无人机照片）。
　　位于河北沧州的黄骅港是西煤东运、北煤南运的重要输出港，2022年完成煤炭运量20515.8万吨。"
CCTD重磅分析：2023年煤炭市场展望,https://www.cctd.com.cn/show-42-230288-1.html,2023-01-10,CCTD重磅分析：2023年煤炭市场展望,"来源：中国煤炭市场网
					
					发布时间：2023-01-10 09:31:09
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2022年，虽然受到国际能源市场持续紧张、高温干旱暴雨极端天气、疫情扰动以及输入性通胀等因素影响，但是在政策调控和市场机制的配合下，全年煤炭价格较2021年高位明显回落。
　　2023年，随着进入后疫情时代，影响煤炭市场的不确定性因素将明显减少，预计煤炭供需关系将进一步改善，煤炭市场运行将更加稳健，价格波动将进一步收窄。
　　煤炭产量继续增长
　　2022年，在保供稳价政策的持续推动下，煤炭产能的核增进度明显加快，优质产能持续释放。公开数据显示，2022年国内煤炭总产量约44.5亿吨，同比增长8%，全年实现增产煤炭3.2亿吨。其中，山西、内蒙古全年煤炭产量达到13、12亿吨，均同比明显增长。结合近期各主要产煤省发布的产能数据看，2023年全国生产煤矿产能仍将继续增加，预计全年煤炭产量有望达到45.5亿吨，增速为2.2%，日均产量达到1247万吨左右。

　　煤炭进口量将保持平稳
　　国际新增产能增速下滑、地缘冲突以及出口国自身需求增长等多重因素叠加使得全球煤炭贸易的不确定性增加，预计2023年国际煤源紧张、价格高企的局面仍将延续。
　　印尼、澳大利亚和俄罗斯是全球煤炭的主要出口国，三个国家出口煤炭占全球煤炭贸易的74％左右。展望2023年，尽管俄罗斯积极加强对我国的煤炭出口，但释放增量尚需运力配合。澳煤方面，虽然近期释放出积极讯息，预计进口会有突破，但是在贸易争端全面有效解决之前，进口依然会受限。印尼煤在2022年的进口情况超出预期，但是在进口基数较高以及DMO政策和欧洲市场采购需求增加等因素影响下，2023年进口量也难有明显增长。
　　此外，在我国电煤长协覆盖度不断提升下，部分电厂采购进口煤的必要性或将下降，因此预计2023年进口量仍将接近3亿吨水平，与2022年相差不多。

　　煤炭需求小幅增长
　　从煤炭消费看，一是我国经济发展的韧性强、潜力大，宏观经济长期向好的趋势没有发生改变；随着进入后疫情时代，经济存在恢复性反弹的预期，这将进一步拉动煤炭需求增长。二是煤头化工产能快速增长。截至2022年底，现代煤化工四大主要产业—煤制油、煤（甲醇）制烯烃、煤制气、煤（合成气）制乙二醇产能均创新高，随着原料用煤不再纳入能源控制，化工煤消费将持续提速；预计2023年，煤化工行业煤炭消费量仍将明显增长。三是虽然房地产市场支撑偏弱，但是在基建明显增长的支撑下，短期内钢铁、建材等行业的产能规模不会大幅缩减，因此钢铁、建材行业的能源消费仍将保持平稳。综合测算，预计2023年全社会煤炭消费量将达到45.5亿吨，同比增长4%左右。
　　从补库需求看，目前港口、终端等重要环节的煤炭库存均处于合理水平，多数用煤企业只需要维持刚性采购即可，在煤炭市场供需关系已经由偏紧开始走向适度宽松的趋势下，2023年再度发生大规模集中补库的可能性极小。

　　综合研判
　　随着进入后疫情时代，经济有望迎来恢复性反弹，煤炭消费将获得较强支撑，但是在煤炭先进产能持续释放、进口煤补充以及全社会库存已经处于合理水平的保障下，煤炭供给能力将继续增强，因此，2023年煤炭市场供需关系有望持续改善，煤炭价格中枢或将稳定在合理区间。（作者：弘墨）"
2022年大秦线完成货物运输量39678万吨,https://www.cctd.com.cn/show-39-230286-1.html,2023-01-10,2022年大秦线完成货物运输量39678万吨,"来源：大秦铁路
					
					发布时间：2023-01-10 09:30:16
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2023年1月9日，大秦铁路发布2022年12月大秦线生产经营数据简报。
　　2022年12月，大秦线完成货物运输量3606万吨，同比减少8.9%。当月日均运量116.3万吨。当月大秦线日均开行重车77.9列，其中：日均开行2万吨列车58.4列。
　　2022年1-12月，大秦线累计完成货物运输量39678万吨，同比减少5.8%。"
福建持续深化矿山安全生产 全省煤矿已减少至41处,https://www.cctd.com.cn/show-108-230285-1.html,2023-01-10,福建持续深化矿山安全生产 全省煤矿已减少至41处,"来源：福建省政府新闻办
					
					发布时间：2023-01-10 09:28:58
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","福建省政府新闻办1月6日召开的2023年全省应急管理工作新闻发布会上，国家矿山安全监察局福建局总工程师钟臣荣介绍说，2022年，福建省共发生矿山事故5起，死亡6人，同比分别下降16.7%和14.3%。煤矿连续48个月、非煤矿山连续54个月未发生较大及以上事故。 
　　会议介绍，2022年福建省深入开展煤矿安全整治三年行动巩固提升、深化矿山安全生产大检查、开展矿山安全检查百日大会战、“防事故 严执法”1+N+3专项整治等行动。全省煤矿减少至目前的41处，全面淘汰关闭产能9万吨/年及以下煤矿，30万吨/年及以上煤矿数量提高至34%；全省共检查、巡查煤矿1645矿次、查处问题隐患4634条，检查非煤矿山1630矿次，查处问题隐患6923条。 
　　包括优化采掘接续难题、开展非煤矿山专项调研、围绕双重预防要求建立完善10项机制等。截至去年年底，全省煤矿已制定采掘接续优化方案27处，完成论证27处；建立全省548座金属和非金属矿山、138座尾矿库的基础数据台账，排查27个方面突出风险、短板问题，明确需要重点监管的58个矿区、矿山、尾矿库；全省132家非煤地下矿山编制普查治理报告，18处煤矿增配物探设备。 
　　截至12月13日，全省累计监察煤矿155矿次，完成全年计划的102.65%，发现各类问题隐患1031条；累计抽查检查非煤矿山77家次，发现问题隐患601条。督促地方政府和监管部门落实属地管理责任，从督查企业暴露出的问题和剖析深层次原因，倒查属地政府和有关部门履职情况，全年累计对14个地方政府、29个部门开展督查；督促地方对非煤矿山挂牌督办25家、停产整顿26家、约谈5家、通报45家。"
沈阳局管内58家直供电厂存煤可耗天数22天,https://www.cctd.com.cn/show-39-230283-1.html,2023-01-10,沈阳局管内58家直供电厂存煤可耗天数22天,"来源：中国经济网
					
					发布时间：2023-01-10 09:27:52
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","为保证电煤供应，中国铁路沈阳局集团有限公司采取多种方式加强运输组织，开辟煤炭铁路运输“绿色通道”，解决企业电力和采暖的燃“煤”之急。 
　　通辽至霍林郭勒铁路线是（简称“通霍线”）电煤运输的重要通道，负责为58个电厂运输煤炭，为辽吉两省以及内蒙古自治区109个市（区）县提供电力和采暖保障。鉴于春运期间，电煤用量可能会大幅提升，通霍线日均计划开行70余趟煤炭列车，运送煤炭27.6万吨。 
　　为保证电煤供应，沈阳局集团公司加强运输组织，实时盯控电煤供、存、耗、卸各环节，开辟电煤运输“绿色通道”，按照优先批车、优先配空、优先装车、优先放行、优先卸车”的“五优先”原则，采取优化作业环节、压缩技术站中转停留时间、阶段性调整作业班次等措施，着力提高运输组织效率。 
　　山海关站是连接东北、华北地区重要的铁路枢纽，春运期间每天将有20余列煤炭列车在此通过。为保证电煤顺利运输，山海关站加强对电煤列车的调度组织，压缩煤炭列车站停时间，优化调车作业方式，确保煤炭列车快速通过。同时，该站加强与上下游车站、电厂等单位对接，组织开行电煤直达列车，减少调车组织环节，提高运输效率。 
　　为精准匹配电厂运煤需求，沈阳局集团公司随时掌握煤矿生产、设备运行、检修维护等情况，做好资源核实，按实际需求保证空车配备，做到车到即装、装完即运，全力满足各地电厂库存在20天及以上的现实需求。 
　　截至目前，中国铁路沈阳局集团有限公司服务的58家重点铁路直供电厂存煤890.6万吨，平均可耗天数22天。"
